vintage,state_fips,measure,cut,wage_bill_usd,share_of_bill_scored,share_of_bill_exposed,occupations
2021,01,eloundou_beta,0.4782608695652174,90502996200.0,0.9552844870344745,0.3590826733985666,665
2021,02,eloundou_beta,0.4782608695652174,18022563800.0,0.943283973837285,0.3273976400878577,508
2021,04,eloundou_beta,0.4782608695652174,156895347100.0,0.9541508551211841,0.4081264862510404,708
2021,05,eloundou_beta,0.4782608695652174,54334671700.0,0.9486539568067364,0.3300619668893747,646
2021,06,eloundou_beta,0.4782608695652174,1108510959000.0,0.9414704408889836,0.4251796757407929,776
2021,08,eloundou_beta,0.4782608695652174,162713555200.0,0.952655575065451,0.45866089695627366,727
2021,09,eloundou_beta,0.4782608695652174,102086579500.0,0.9511669229744346,0.40151820008625894,653
2021,10,eloundou_beta,0.4782608695652174,23930521100.0,0.9612216342418052,0.4204537399109053,487
2021,11,eloundou_beta,0.4782608695652174,63304049000.0,0.9700583212299738,0.5631229423745635,440
2021,12,eloundou_beta,0.4782608695652174,442262349400.0,0.9663333955056316,0.40080537862339755,767
2021,13,eloundou_beta,0.4782608695652174,226162568200.0,0.945555834911146,0.4340969877970535,723
2021,15,eloundou_beta,0.4782608695652174,31242227100.0,0.9571956795615253,0.32539774519011666,551
2021,16,eloundou_beta,0.4782608695652174,35344534400.0,0.9498004675936543,0.3453310794452016,600
2021,17,eloundou_beta,0.4782608695652174,331392526700.0,0.9576120018762029,0.3881957707875317,727
2021,18,eloundou_beta,0.4782608695652174,149323792100.0,0.9419763128289855,0.3287347586582882,732
2021,19,eloundou_beta,0.4782608695652174,75281568900.0,0.9496783561321342,0.3655156980173993,693
2021,20,eloundou_beta,0.4782608695652174,65852278300.0,0.9466854831657359,0.37493481758883745,647
2021,21,eloundou_beta,0.4782608695652174,86457313000.0,0.9321393194350142,0.338127366702693,694
2021,22,eloundou_beta,0.4782608695652174,84491641100.0,0.9296990196584074,0.32086789501397,687
2021,23,eloundou_beta,0.4782608695652174,30667718100.0,0.94390932529147,0.357599708860977,608
2021,24,eloundou_beta,0.4782608695652174,163956094900.0,0.9564376816588842,0.4579414382908664,708
2021,25,eloundou_beta,0.4782608695652174,244052860300.0,0.9485595461386199,0.4192719225224544,705
2021,26,eloundou_beta,0.4782608695652174,222720159900.0,0.941735743159369,0.38236704118336656,739
2021,27,eloundou_beta,0.4782608695652174,162774648600.0,0.9372969839727241,0.40809473614824465,716
